Opportunity_ID,Account_ID,Close_Date,Closed,Created_Date,Fiscal_Period,Fiscal_Quarter,Fiscal_Year,Forecast_Q_Commit,Industry,Lead_Source,Opportunity_Type,Stage,Won,Amount,Expected_Amount
0065A00000lnVC0QAM,0013100001gw3W4AAI,2018-12-31,TRUE,2018-09-25,2018 4,4,2018,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,6500,0
0065A00000z10vDQAQ,001i000001MZ8IpAAL,2018-12-20,TRUE,2018-12-18,2018 4,4,2018,FALSE,State and Local,Inside Sales,N/A,Closed Lost,FALSE,27625,0
0065A000011rH0IQAU,001i000001MZ8IpAAL,2019-12-31,TRUE,2019-01-15,2019 4,4,2019,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,0,0
0065A000015tokpQAA,0015A00001xQ27BQAS,2019-10-01,TRUE,2019-02-01,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,65796,0
0065A000015tot9QAA,0013100001gbj6NAAQ,2019-10-01,TRUE,2019-02-01,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,65796,0
0065A000015totdQAA,0013100001fpz8iAAA,2019-10-01,TRUE,2019-02-01,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,65796,0
0065A000015touHQAQ,0013100001VXN1KAAX,2019-10-01,TRUE,2019-02-01,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,65796,0
0065A000015uabSQAQ,0013100001fpyoxAAA,2019-10-01,TRUE,2019-02-06,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,65796,0
0065A00001Wl77NQAR,0015A00002Cw748QAB,2019-10-01,TRUE,2019-07-22,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,91636,0
0065A00001XG9F3QAL,0015A00002DQs4ZQAT,2019-10-31,TRUE,2019-08-28,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,65636,0
0065A00001XKPd2QAH,001i000001MZMQXAA5,2019-11-01,TRUE,2019-09-17,2019 4,4,2019,FALSE,State and Local,Inside Sales,N/A,Closed Lost,FALSE,1432.8,0
0065A00001XdO2BQAV,001i000001MZ8IpAAL,2019-12-31,TRUE,2019-10-16,2019 4,4,2019,FALSE,Military,Inside Sales,N/A,Closed Lost,FALSE,15977,0
0065A00001CKYNQQA5,0015A00002AktUGQAZ,2019-12-27,TRUE,2019-03-01,2019 4,4,2019,FALSE,Law Enforcement,Field Sales,N/A,Closed Lost,FALSE,65199,0
0065A00000i36WaQAI,0015A00001tZkazQAC,2017-12-31,TRUE,2017-06-14,2017 4,4,2017,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,71500,0
0065A00000iSqBYQA0,0013100001gaSbbAAE,2017-12-31,TRUE,2017-10-25,2017 4,4,2017,FALSE,Distributor,Field Sales,N/A,Closed Lost,FALSE,71500,0
0065A00000iSVzRQAW,0013100001gaSbbAAE,2018-12-31,TRUE,2017-10-12,2018 4,4,2018,FALSE,Distributor,Field Sales,N/A,Closed Lost,FALSE,66500,0
0065A00000k2hs8QAA,0013100001gYHgUAAW,2018-12-31,TRUE,2018-06-08,2018 4,4,2018,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,65398,0
0065A00000k3r8tQAA,0013100001qyJ2TAAU,2018-12-31,TRUE,2018-07-11,2018 4,4,2018,FALSE,Distributor,Inside Sales,N/A,Closed Lost,FALSE,65199,0
0065A00000k3ynJQAQ,0013100001gZM1jAAG,2018-12-31,TRUE,2018-07-16,2018 4,4,2018,FALSE,State and Local,Trade Show,N/A,Closed Lost,FALSE,64549,0
0065A00000leKkYQAU,0013100001sbMkZAAU,2018-12-31,TRUE,2018-08-29,2018 4,4,2018,FALSE,State and Local,Inside Sales,N/A,Closed Lost,FALSE,65199,0
0065A00000lehOLQAY,0015A000022T2icQAC,2018-11-07,TRUE,2018-09-05,2018 4,4,2018,FALSE,State and Local,Trade Show,N/A,Closed Lost,FALSE,65000,0
0065A00000loQ0DQAU,0015A0000256uspQAA,2019-12-31,TRUE,2018-10-02,2019 4,4,2019,FALSE,State and Local,Sales Seminar,N/A,Closed Lost,FALSE,65199,0
0065A00000nM7PwQAK,0013100001hphcmAAA,2019-12-31,TRUE,2018-11-26,2019 4,4,2019,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,71699,0
0065A00000nNKhpQAG,0015A000027SFtyQAG,2019-10-01,TRUE,2018-12-07,2019 4,4,2019,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,65597,0
0065A00001KRF0IQAX,0013100001hoG0IAAU,2019-10-23,TRUE,2019-04-18,2019 4,4,2019,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,69148,0
0065A00001PwOQvQAN,0015A000026BtJoQAK,2019-12-01,TRUE,2019-05-16,2019 4,4,2019,FALSE,State and Local,Inside Sales,N/A,Closed Lost,FALSE,6500,0
0065A00001KRtosQAD,001i000001MXTAEAA5,2020-12-31,TRUE,2019-04-19,2020 4,4,2020,FALSE,Federal,Website,N/A,Closed Lost,FALSE,65000,0
0065A00001PwI2iQAF,0015A00002CSvGFQA1,2020-12-03,TRUE,2019-05-15,2020 4,4,2020,FALSE,State and Local,Trade Show,N/A,Closed Lost,FALSE,65199,0
0065A00001CI1PyQAL,0015A000029WBXxQAO,2019-12-27,TRUE,2019-02-23,2019 4,4,2019,FALSE,State and Local,Other,N/A,Closed Lost,FALSE,82616.4,0
0065A00000iSBeTQAW,0013100001jYQOjAAO,2017-12-31,TRUE,2017-10-02,2017 4,4,2017,FALSE,State and Local,Trade Show,N/A,Closed Lost,FALSE,71500,0
0065A00000i2YegQAE,0013100001k7vrhAAA,2018-12-31,TRUE,2017-05-30,2018 4,4,2018,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,71500,0
0065A00000i3oKuQAI,0013100001gZM1jAAG,2018-12-31,TRUE,2017-07-05,2018 4,4,2018,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,69355,0
0065A00000i4PlaQAE,0015A00001targvQAA,2018-12-31,TRUE,2017-07-27,2018 4,4,2018,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,71500,0
0065A00000iRowYQAS,0015A00001xOkXAQA0,2018-12-31,TRUE,2017-09-20,2018 4,4,2018,FALSE,State and Local,Inside Sales,N/A,Closed Lost,FALSE,71500,0
0065A00000iSXP6QAO,0013100001gaSbbAAE,2018-12-31,TRUE,2017-10-13,2018 4,4,2018,FALSE,Distributor,Field Sales,N/A,Closed Lost,FALSE,71500,0
0065A00000iVTkiQAG,0013100001gYHjnAAG,2018-12-31,TRUE,2018-01-29,2018 4,4,2018,FALSE,State and Local,Inside Sales,N/A,Closed Lost,FALSE,65000,0
0065A00000js3XnQAI,0015A00001ztlvGQAQ,2018-12-31,TRUE,2018-03-21,2018 4,4,2018,FALSE,State and Local,Website,N/A,Closed Lost,FALSE,65000,0
0065A00000k1YWzQAM,0013100001gaSbbAAE,2018-10-31,TRUE,2018-05-07,2018 4,4,2018,FALSE,Distributor,Inside Sales,N/A,Closed Lost,FALSE,179.1,0
0065A00000k1vkjQAA,0015A000021OUFYQA4,2018-12-31,TRUE,2018-05-18,2018 4,4,2018,FALSE,State and Local,Website,N/A,Closed Lost,FALSE,65000,0
0065A00000k2diMQAQ,0013100001gxRn4AAE,2018-12-31,TRUE,2018-06-06,2018 4,4,2018,FALSE,State and Local,Website,N/A,Closed Lost,FALSE,91000,0
0065A00000k3BAdQAM,0015A00001zu4pTQAQ,2018-11-30,TRUE,2018-06-21,2018 4,4,2018,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,199,0
0065A00000ldjnbQAA,001i000001MZ8IpAAL,2018-12-31,TRUE,2018-08-17,2018 4,4,2018,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,716.4,0
0065A00000legHHQAY,001i000000FKbGQAA1,2018-11-01,TRUE,2018-09-05,2018 4,4,2018,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,3980,0
0065A00000vt2ciQAA,0013100001gadWkAAI,2019-10-22,TRUE,2019-02-22,2019 4,4,2019,FALSE,Federal,Inside Sales,N/A,Closed Lost,FALSE,6500,0
0065A00001CILjUQAX,0013100001enucRAAQ,2019-12-31,TRUE,2019-02-27,2019 4,4,2019,FALSE,State and Local,Sales Seminar,N/A,Closed Lost,FALSE,39,0
0065A00001OGoTCQA1,0013100001hn9oQAAQ,2019-12-31,TRUE,2019-04-25,2019 4,4,2019,FALSE,State and Local,Website,N/A,Closed Lost,FALSE,5000,0
0065A00001SgUoRQAV,0015A00001yY7r0QAC,2019-10-01,TRUE,2019-05-20,2019 4,4,2019,FALSE,Military,Inside Sales,N/A,Closed Lost,FALSE,6500,0
0065A00001SjMq1QAF,0015A0000254PaYQAU,2019-11-01,TRUE,2019-05-31,2019 4,4,2019,FALSE,Military,Inside Sales,N/A,Closed Lost,FALSE,13000,0
0065A00001Vg8zWQAR,001i000001MZMVXAA5,2019-12-31,TRUE,2019-07-15,2019 4,4,2019,FALSE,State and Local,Inside Sales,N/A,Closed Lost,FALSE,199,0
0065A00001XKUYhQAP,0013100001lbH4iAAE,2019-12-31,TRUE,2019-09-18,2019 4,4,2019,FALSE,State and Local,Trade Show,N/A,Closed Lost,FALSE,995,0
0065A00001XKcXUQA1,0013100001gxRq8AAE,2019-12-31,TRUE,2019-09-19,2019 4,4,2019,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,199,0
0065A00001XXtfHQAT,0015A00002FFparQAD,2020-12-31,TRUE,2019-10-01,2020 4,4,2020,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,70550.39,0
0065A00000iSKrZQAW,0013100001cVUEmAAO,2017-12-31,TRUE,2017-10-06,2017 4,4,2017,FALSE,State and Local,Advertisement,N/A,Closed Lost,FALSE,65000,0
0065A00000iRcBYQA0,0013100001hoMrhAAE,2018-12-31,TRUE,2017-09-15,2018 4,4,2018,FALSE,State and Local,Inside Sales,N/A,Closed Lost,FALSE,71500,0
0065A00000jT4hUQAS,0015A00001yXyVaQAK,2018-12-31,TRUE,2018-02-20,2018 4,4,2018,FALSE,State and Local,Website,N/A,Closed Lost,FALSE,65000,0
0065A00000jTTdXQAW,0015A00001yYBDGQA4,2018-12-31,TRUE,2018-03-01,2018 4,4,2018,FALSE,State and Local,Website,N/A,Closed Lost,FALSE,65000,0
0065A00000jTif2QAC,0013100001gYIRGAA4,2018-10-01,TRUE,2018-03-06,2018 4,4,2018,FALSE,State and Local,Other,N/A,Closed Lost,FALSE,199,0
0065A00000js0XDQAY,001i000001MZMQXAA5,2018-10-01,TRUE,2018-03-19,2018 4,4,2018,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,1074.6,0
0065A00000jsYSWQA2,0015A00001zu5bIQAQ,2018-12-31,TRUE,2018-04-06,2018 4,4,2018,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,65000,0
0065A00000leM9YQAU,0015A00001taqfSQAQ,2018-12-01,TRUE,2018-08-29,2018 4,4,2018,FALSE,Federal,Inside Sales,N/A,Closed Lost,FALSE,6500,0
0065A00001Vhn9PQAR,001i000000FKJwEAAX,2019-11-01,TRUE,2019-07-17,2019 4,4,2019,FALSE,Military,Inside Sales,N/A,Closed Lost,FALSE,3500,0
0065A00000js5ZwQAI,0013100001k5fLWAAY,2018-10-01,TRUE,2018-03-22,2018 4,4,2018,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,26000,0
0065A00001aJ2bKQAS,0016e00002ZvjUiAAJ,2020-12-31,TRUE,2020-05-22,2020 4,4,2020,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,364000,0
0065A00001bMHljQAG,0015A00002Gpk64QAB,2020-12-31,TRUE,2020-08-10,2020 4,4,2020,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,39000,0
0065A00001cq0NNQAY,0016e00002Zw96CAAR,2021-12-31,TRUE,2020-12-22,2021 4,4,2021,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,48899.25,0
0065A00001ZuPESQA3,0016e00002ZwhhaAAB,2020-12-31,TRUE,2020-04-21,2020 4,4,2020,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,53300,0
0065A00001bA4maQAC,0016e00002ZwhkLAAR,2020-12-31,TRUE,2020-07-06,2020 4,4,2020,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,61250,0
0065A00001ZPNVzQAP,0013100001fpyoxAAA,2020-10-01,TRUE,2020-03-10,2020 4,4,2020,FALSE,Distributor,Inside Sales,N/A,Closed Lost,FALSE,79389,0
0065A00001bfrZUQAY,001i000000FKbFTAA1,2020-12-31,TRUE,2020-08-27,2020 4,4,2020,FALSE,Federal,Website,N/A,Closed Lost,FALSE,405437,0
0065A00001Y1SnjQAF,0015A00002G6HnSQAV,2020-12-31,TRUE,2019-11-22,2020 4,4,2020,FALSE,N/A,Sales Seminar,N/A,Closed Lost,FALSE,231633.8,0
0065A00001Yxj6TQAR,0013100001gvwMjAAI,2020-12-31,TRUE,2020-01-21,2020 4,4,2020,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,475.24,0
0065A00001ZFuiVQAT,0015A00002IoEQ5QAN,2020-12-31,TRUE,2020-02-19,2020 4,4,2020,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,75149,0
0065A00001b9LrmQAE,0015A00002CSvGFQA1,2020-12-03,TRUE,2020-07-01,2020 4,4,2020,FALSE,State and Local,Trade Show,N/A,Closed Lost,FALSE,62449,0
0065A00001ZVWUeQAP,0015A00002CU9zLQAT,2020-12-23,TRUE,2020-03-13,2020 4,4,2020,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,6500,0
0065A00001ZMsKBQA1,0015A000022R2hPQAS,2020-11-01,TRUE,2020-02-24,2020 4,4,2020,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,39000,0
0065A00001Zk3tnQAB,0015A00002FFEFyQAP,2020-12-31,TRUE,2020-04-16,2020 4,4,2020,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,13000,0
0065A00001cJBuoQAG,0015A00002GJyMOQA1,2021-10-01,TRUE,2020-10-29,2021 4,4,2021,FALSE,Federal,Inside Sales,N/A,Closed Lost,FALSE,6500,0
0065A00001cJFdzQAG,0015A00002G74JSQAZ,2021-10-01,TRUE,2020-10-30,2021 4,4,2021,FALSE,Federal,Inside Sales,N/A,Closed Lost,FALSE,6500,0
0065A00001bAbeQQAS,0015A00002JLh9ZQAT,2020-12-31,TRUE,2020-07-15,2020 4,4,2020,FALSE,State and Local,Webinar,N/A,Closed Lost,FALSE,1199,0
0065A00001cpnLZQAY,0015A00002KxAF0QAN,2020-12-22,TRUE,2020-12-17,2020 4,4,2020,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,82472.4,0
0065A00001ZVWa3QAH,0015A00002DVr3HQAT,2020-12-23,TRUE,2020-03-13,2020 4,4,2020,FALSE,Federal,Inside Sales,N/A,Closed Lost,FALSE,6500,0
0065A00001brE07QAE,0015A00002JN4oUQAT,2020-12-31,TRUE,2020-10-15,2020 4,4,2020,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,398,0
0065A00001cTzLRQA0,0015A00002RfqaHQAR,2020-11-30,TRUE,2020-11-16,2020 4,4,2020,FALSE,State and Local,Field Sales,N/A,Closed Lost,FALSE,130796,0
0065A00001bp3BqQAI,0015A00002G74JQQAZ,2020-11-01,TRUE,2020-09-28,2020 4,4,2020,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,238,0
0065A00001br7EmQAI,0015A00002QantHQAR,2020-12-20,TRUE,2020-10-13,2020 4,4,2020,FALSE,State and Local,Inside Sales,N/A,Closed Lost,FALSE,64547.01,0
0065A00001bqAOkQAM,0015A00001ztfyoQAA,2020-12-01,TRUE,2020-10-06,2020 4,4,2020,FALSE,State and Local,Sales Seminar,N/A,Closed Lost,FALSE,119,0
0065A00001cKYm3QAG,0015A00002LfY5PQAV,2020-12-31,TRUE,2020-11-10,2020 4,4,2020,FALSE,Federal,Inside Sales,N/A,Closed Lost,FALSE,238,0
0065A0000112Mx3QAE,0015A00002G6GsIQAV,2019-12-31,TRUE,2019-11-26,2019 4,4,2019,FALSE,International,Inside Sales,N/A,Closed Lost,FALSE,655.5,0
0065A00001bAPZKQA4,0016e00002ZwhsiAAB,2021-12-31,TRUE,2020-07-13,2021 4,4,2021,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,48750,0
0065A00001Z6lfDQAR,0016e00002ZizAqAAJ,2020-12-31,TRUE,2020-02-10,2020 4,4,2020,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,59776.36,0
0065A00001cp7cpQAA,0016e00002Zwh9BAAR,2021-12-31,TRUE,2020-12-16,2021 4,4,2021,FALSE,International,Inside Sales,N/A,Closed Lost,FALSE,275011.06,0
0065A00001bo2YrQAI,001i000001LHCUyAAP,2020-10-15,TRUE,2020-09-22,2020 4,4,2020,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,49048.5,0
0065A00001bAPWyQAO,0016e00002Zwh9CAAR,2020-12-31,TRUE,2020-07-13,2020 4,4,2020,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,48750,0
0066e00001e1CfRAAU,001i000001MZMQ8AAP,2021-06-25,TRUE,2021-05-10,2021 2,2,2021,FALSE,State and Local,Service,N/A,Closed Lost,FALSE,199,0
0065A000019m7zcQAA,0015A00002ARKTaQAP,2020-02-19,TRUE,2019-02-19,2020 1,1,2020,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,883508.16,0
0065A00001dBHYjQAO,0013100001gWWASAA4,2021-03-29,TRUE,2021-02-01,2021 1,1,2021,FALSE,Military,Other,N/A,Closed Lost,FALSE,34675830,0
0065A00001dBGYkQAO,0013100001gbj6NAAQ,2021-03-29,TRUE,2021-02-01,2021 1,1,2021,FALSE,Military,Other,N/A,Closed Lost,FALSE,34675830,0
0065A00001dBHXhQAO,0013100001VXN1KAAX,2021-03-29,TRUE,2021-02-01,2021 1,1,2021,FALSE,Military,Other,N/A,Closed Lost,FALSE,34675830,0
0065A00001dBHYyQAO,0013100001fpz8iAAA,2021-03-29,TRUE,2021-02-01,2021 1,1,2021,FALSE,Military,Other,N/A,Closed Lost,FALSE,34675830,0
0065A00001dBHbOQAW,0013100001fpyoxAAA,2021-03-29,TRUE,2021-02-01,2021 1,1,2021,FALSE,Military,Other,N/A,Closed Lost,FALSE,34675830,0
0065A00001PteuEQAR,0013100001gbj6NAAQ,2020-05-21,TRUE,2019-05-06,2020 2,2,2020,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,1820000,0
0065A00001PthIbQAJ,0013100001fpz8iAAA,2020-05-21,TRUE,2019-05-07,2020 2,2,2020,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,1820000,0
0065A00001Ptrr6QAB,0015A00001xQ27BQAS,2020-05-21,TRUE,2019-05-09,2020 2,2,2020,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,1820000,0
0065A00000nKYNkQAO,0015A000026BOdRQAW,2019-04-30,TRUE,2018-10-26,2019 2,2,2019,FALSE,International,Trade Show,N/A,Closed Lost,FALSE,742457.6,0
006i000000XbR0JAAV,001i000000Jd1ngAAB,2015-09-30,TRUE,2015-06-23,2015 3,3,2015,FALSE,Distributor,Other,N/A,Closed Lost,FALSE,533192,0
0065A00000i3tFHQAY,0016e00002ZwhC1AAJ,2020-07-01,TRUE,2017-07-07,2020 3,3,2020,FALSE,International,Inside Sales,N/A,Closed Lost,FALSE,990000,0
0065A00001awxJ9QAI,0013100001VXN1KAAX,2020-08-03,TRUE,2020-06-22,2020 3,3,2020,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,8147200,0
0065A00001awzFOQAY,0015A00001xQ27BQAS,2020-08-01,TRUE,2020-06-22,2020 3,3,2020,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,8147200,0
0065A00001awzFxQAI,0013100001fpz8iAAA,2020-08-01,TRUE,2020-06-22,2020 3,3,2020,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,8147200,0
0065A00001awzGMQAY,0013100001gbj6NAAQ,2020-08-03,TRUE,2020-06-22,2020 3,3,2020,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,8147200,0
0065A00001ax1pmQAA,0013100001fpyoxAAA,2020-08-03,TRUE,2020-06-23,2020 3,3,2020,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,8147200,0
0065A00001bBWjHQAW,0015A00001xQ27BQAS,2020-08-24,TRUE,2020-07-21,2020 3,3,2020,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,2730460,0
0065A00001bBWjvQAG,0013100001VXN1KAAX,2020-08-24,TRUE,2020-07-21,2020 3,3,2020,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,2730460,0
0065A00001bBWkGQAW,0013100001gbj6NAAQ,2020-08-24,TRUE,2020-07-21,2020 3,3,2020,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,2730460,0
0065A00001bBWkfQAG,0013100001fpyoxAAA,2020-08-24,TRUE,2020-07-21,2020 3,3,2020,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,2730460,0
0065A00001bBYOAQA4,0013100001fpz8iAAA,2020-08-24,TRUE,2020-07-22,2020 3,3,2020,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,2730460,0
0065A00000iSP9bQAG,0016e00002Zwhv8AAB,2017-12-31,TRUE,2017-10-10,2017 4,4,2017,FALSE,International,Other,N/A,Closed Lost,FALSE,1229766,0
0065A0000106vdDQAQ,001i000001MZ8IpAAL,2018-12-31,TRUE,2018-12-21,2018 4,4,2018,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,3048000,0
0065A000011rSgYQAU,0015A00001xQ27BQAS,2019-10-01,TRUE,2019-01-17,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,6500000,0
0065A00001PtmI8QAJ,0013100001fpyoxAAA,2019-10-01,TRUE,2019-05-08,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,1820000,0
0065A00001XGA3YQAX,0015A00002DQu7aQAD,2019-12-31,TRUE,2019-08-28,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,2257862.4,0
0065A00000nKJO7QAO,0013100001mIDLTAA4,2018-12-31,TRUE,2018-10-22,2018 4,4,2018,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,2732652.8,0
0065A00000nKslJQAS,001i000001LHDIlAAP,2018-12-31,TRUE,2018-10-31,2018 4,4,2018,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,657828.25,0
0065A000011rJQcQAM,0013100001VXN1KAAX,2019-10-01,TRUE,2019-01-15,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,6500000,0
0065A000011rJSYQA2,0013100001fpz8iAAA,2019-10-01,TRUE,2019-01-15,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,6500000,0
0065A000011rJc9QAE,0013100001fpyoxAAA,2019-10-01,TRUE,2019-01-15,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,6500000,0
0065A000011rJejQAE,0013100001gbj6NAAQ,2019-10-01,TRUE,2019-01-15,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,6500000,0
0065A000015soE9QAI,0013100001fpz8iAAA,2019-10-01,TRUE,2019-01-28,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,9100000,0
0065A000015souWQAQ,0015A00001xQ27BQAS,2019-10-01,TRUE,2019-01-28,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,9100000,0
0065A000015sp3xQAA,0013100001gbj6NAAQ,2019-10-01,TRUE,2019-01-28,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,9100000,0
0065A000015spPuQAI,0013100001VXN1KAAX,2019-10-01,TRUE,2019-01-28,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,9100000,0
0065A000015ss4UQAQ,0013100001fpyoxAAA,2019-10-01,TRUE,2019-01-29,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,9100000,0
0065A00001KPp6hQAD,0015A00001xQ27BQAS,2019-10-01,TRUE,2019-04-05,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,1820000,0
0065A00001KPqTmQAL,0013100001VXN1KAAX,2019-10-01,TRUE,2019-04-05,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,1820000,0
0065A00001PthROQAZ,0013100001VXN1KAAX,2019-10-01,TRUE,2019-05-07,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,1820000,0
0065A00001XGWPwQAP,0013100001fpz8iAAA,2019-11-30,TRUE,2019-09-03,2019 4,4,2019,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,4019400,0
0065A00001XGcEeQAL,001i000001MZ8IpAAL,2019-11-30,TRUE,2019-09-04,2019 4,4,2019,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,3617460,0
0065A00001XGfKUQA1,0015A000022S2fRQAS,2019-11-30,TRUE,2019-09-05,2019 4,4,2019,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,4019400,0
0065A00001XGhcRQAT,0015A00002EkII2QAN,2019-11-30,TRUE,2019-09-05,2019 4,4,2019,FALSE,Federal,Field Sales,N/A,Closed Lost,FALSE,4019400,0
0065A00001KPouHQAT,0013100001fpz8iAAA,2020-10-31,TRUE,2019-04-05,2020 4,4,2020,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,1820000,0
0065A00000k2peKQAQ,0013100001mIDLTAA4,2018-12-31,TRUE,2018-06-12,2018 4,4,2018,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,6263556.75,0
0065A00001KQ4vJQAT,0013100001fpyoxAAA,2019-10-01,TRUE,2019-04-09,2019 4,4,2019,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,1820000,0
0065A00000i54EdQAI,0015A00001tbbJ8QAI,2017-12-31,TRUE,2017-08-22,2017 4,4,2017,FALSE,International,Inside Sales,N/A,Closed Lost,FALSE,1911995,0
0065A00001Xe7DBQAZ,0016e00002ZwiFrAAJ,2020-12-31,TRUE,2019-10-18,2020 4,4,2020,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,4770096.75,0
0065A00001XoVclQAF,0016e00002ZwiFrAAJ,2020-12-31,TRUE,2019-10-27,2020 4,4,2020,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,668936.25,0
0065A00001WxE6eQAF,0016e00002Zw8pgAAB,2019-12-31,TRUE,2019-08-05,2019 4,4,2019,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,2033187.5,0
0065A00001aLTe1QAG,0016e00002ZwhkLAAR,2020-12-31,TRUE,2020-06-12,2020 4,4,2020,FALSE,International,Field Sales,N/A,Closed Lost,FALSE,828750,0
0065A00001ZYuv7QAD,0015A00001xQ27BQAS,2020-10-01,TRUE,2020-03-23,2020 4,4,2020,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,16705000,0
0065A00001ZYwBUQA1,0013100001gbj6NAAQ,2020-10-01,TRUE,2020-03-23,2020 4,4,2020,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,16705000,0
0065A00001ZYwIdQAL,0013100001VXN1KAAX,2020-10-01,TRUE,2020-03-23,2020 4,4,2020,FALSE,Military,Field Sales,N/A,Closed Lost,FALSE,16705000,0
